Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
796,Marshall Munetsi,zw ZIM,"MF,FW",Wolves,eng Premier League,29-195,1996,13,9,875,9.7,0.10,0.10,0.21,0.10,0.00,0.00,0.21,0.00,0.16,0.16,0.05,0.22,1.13,1.86,3.81,0.10,0.10,0.21,0.10,0.21,0.17,0.05,0.22,0.17,0.22,Matches
797,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,24-244,2001,7,4,352,3.9,0.26,0.26,0.51,0.26,0.00,0.00,0.26,0.00,0.26,0.26,0.08,0.33,0.00,0.51,2.82,0.26,0.26,0.51,0.26,0.51,0.26,0.07,0.33,0.26,0.33,Matches
798,Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,23-183,2002,13,13,"1,099",12.2,0.08,0.00,0.08,0.08,0.00,0.00,0.25,0.00,0.03,0.03,0.02,0.05,0.33,4.18,0.16,0.08,0.00,0.08,0.08,0.08,0.03,0.02,0.05,0.03,0.05,Matches
799,Junior Mwanga,fr FRA,"MF,DF",Nantes,fr Ligue 1,22-237,2003,12,12,"1,018",11.3,0.09,0.00,0.09,0.09,0.00,0.00,0.09,0.09,0.10,0.10,0.04,0.13,1.15,3.89,0.80,0.09,0.00,0.09,0.09,0.09,0.10,0.04,0.13,0.10,0.13,Matches
800,Stanley N'Soki,fr FRA,DF,Union Berlin,de Bundesliga,26-269,1999,2,1,83,0.9,1.11,0.00,1.11,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,01.08,0.00,01.08,01.08,01.08,0.04,0.00,0.04,0.04,0.04,Matches
801,Quentin Ndjantou Mbitcha,fr FRA,"MF,FW",Paris S-G,fr Ligue 1,18-164,2007,10,3,360,4.0,0.25,0.25,0.50,0.25,0.00,0.00,0.25,0.00,0.38,0.38,0.10,0.47,3.75,4.50,9.00,0.25,0.25,0.50,0.25,0.50,0.37,0.10,0.47,0.37,0.47,Matches
802,Cher Ndour,it ITA,MF,Fiorentina,it Serie A,21-160,2004,13,5,540,6.0,0.17,0.00,0.17,0.17,0.00,0.00,0.17,0.00,0.10,0.10,0.02,0.12,1.50,3.50,6.33,0.17,0.00,0.17,0.17,0.17,0.09,0.02,0.11,0.09,0.11,Matches
803,Dan Ndoye,ch SUI,FW,Nott'ham Forest,eng Premier League,25-070,2000,15,14,996,11.1,0.09,0.09,0.18,0.09,0.00,0.00,0.09,0.00,0.07,0.07,0.09,0.16,3.78,2.25,8.56,0.09,0.09,0.18,0.09,0.18,0.07,0.09,0.16,0.07,0.16,Matches
804,Paul Nebel,de GER,MF,Mainz 05,de Bundesliga,23-085,2002,11,11,894,9.9,0.10,0.00,0.10,0.10,0.00,0.00,0.20,0.20,0.23,0.23,0.08,0.32,1.41,2.93,08.08,0.10,0.00,0.10,0.10,0.10,0.23,0.09,0.32,0.23,0.32,Matches
805,Martim Neto,pt POR,MF,Elche,es La Liga,22-354,2003,13,7,698,7.8,0.13,0.38,0.51,0.13,0.00,0.00,0.13,0.00,0.08,0.08,0.21,0.28,2.69,5.51,03.08,0.13,0.39,0.52,0.13,0.52,0.08,0.20,0.28,0.08,0.28,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
806,Cyril Ngonge,be BEL,"FW,MF",Torino,it Serie A,25-222,2000,16,8,770,8.6,0.12,0.12,0.23,0.12,0.00,0.00,0.23,0.00,0.19,0.19,0.05,0.23,2.67,3.72,7.91,0.12,0.12,0.23,0.12,0.23,0.19,0.04,0.23,0.19,0.23,Matches
807,Rio Ngumoha,eng ENG,"FW,MF",Liverpool,eng Premier League,17-127,2008,6,0,53,0.6,1.67,0.00,1.67,1.67,0.00,0.00,0.00,0.00,0.67,0.67,0.33,0.83,11.7,1.67,35.0,1.70,0.00,1.70,1.70,1.70,0.60,0.30,0.91,0.60,0.91,Matches
808,Felix Nmecha,de GER,MF,Dortmund,de Bundesliga,25-085,2000,15,12,"1,067",11.9,0.08,0.17,0.25,0.08,0.00,0.00,0.00,0.00,0.08,0.08,0.11,0.18,0.92,4.96,1.85,0.08,0.17,0.25,0.08,0.25,0.08,0.11,0.19,0.08,0.19,Matches
809,Brooke Norton-Cuffy,eng ENG,"DF,FW",Genoa,it Serie A,21-356,2004,16,16,"1,439",16.0,0.06,0.06,0.13,0.06,0.00,0.00,0.25,0.06,0.07,0.07,0.05,0.13,2.50,2.19,2.25,0.06,0.06,0.13,0.06,0.13,0.08,0.05,0.12,0.08,0.12,Matches
810,Matheus Nunes,pt POR,DF,Manchester City,eng Premier League,27-129,1998,17,15,"1,414",15.7,0.06,0.19,0.25,0.06,0.00,0.00,0.13,0.00,0.02,0.02,0.05,0.07,2.23,5.48,4.97,0.06,0.19,0.25,0.06,0.25,0.02,0.05,0.07,0.02,0.07,Matches
811,Antonio Nusa,no NOR,FW,RB Leipzig,de Bundesliga,20-261,2005,12,10,836,9.3,0.11,0.11,0.22,0.11,0.00,0.00,0.00,0.00,0.20,0.20,0.16,0.38,5.38,03.01,7.10,0.11,0.11,0.22,0.11,0.22,0.21,0.17,0.38,0.21,0.38,Matches
812,Matt O'Riley,dk DEN,MF,Brighton,eng Premier League,25-043,2000,2,2,177,2.0,0.50,0.00,0.50,0.00,0.50,0.50,0.00,0.00,0.60,0.20,0.10,0.30,0.00,2.50,5.50,0.51,0.00,0.51,0.00,0.00,0.61,0.10,0.72,0.21,0.32,Matches
813,Matt O'Riley,dk DEN,MF,Marseille,fr Ligue 1,25-043,2000,12,6,665,7.4,0.14,0.27,0.41,0.14,0.00,0.00,0.27,0.00,0.11,0.11,0.42,0.51,0.81,5.95,04.05,0.14,0.27,0.41,0.14,0.41,0.11,0.41,0.52,0.11,0.52,Matches
814,Álvaro Odriozola,es ESP,DF,Real Sociedad,es La Liga,30-020,1995,1,1,56,0.6,1.67,0.00,1.67,1.67,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,3.33,0.00,1.67,1.61,0.00,1.61,1.61,1.61,0.92,0.00,0.92,0.92,0.92,Matches
815,Loïs Openda,be BEL,"FW,MF",Juventus,it Serie A,25-321,2000,14,5,490,5.4,0.19,0.00,0.19,0.19,0.00,0.00,0.00,0.00,0.43,0.43,0.09,0.52,2.59,1.11,9.81,0.18,0.00,0.18,0.18,0.18,0.42,0.10,0.52,0.42,0.52,Matches
816,Louis Oppie,de GER,DF,St. Pauli,de Bundesliga,23-231,2002,15,14,"1,266",14.1,0.07,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.11,0.99,3.12,4.18,0.07,0.00,0.07,0.07,0.07,0.06,0.06,0.11,0.06,0.11,Matches
817,Patrick Osterhage,de GER,MF,Freiburg,de Bundesliga,25-336,2000,10,7,630,7.0,0.14,0.00,0.14,0.14,0.00,0.00,0.29,0.00,0.11,0.11,0.07,0.19,1.57,2.86,1.71,0.14,0.00,0.14,0.14,0.14,0.11,0.08,0.18,0.11,0.18,Matches
818,William Osula,dk DEN,FW,Newcastle Utd,eng Premier League,22-152,2003,10,1,219,2.4,0.42,0.00,0.42,0.42,0.00,0.00,0.00,0.00,0.25,0.25,0.04,0.29,1.67,0.83,5.00,0.41,0.00,0.41,0.41,0.41,0.27,0.03,0.30,0.27,0.30,Matches
819,Nico O’Reilly,eng ENG,DF,Manchester City,eng Premier League,20-288,2005,18,15,"1,371",15.2,0.07,0.20,0.26,0.07,0.00,0.00,0.20,0.00,0.13,0.13,0.16,0.30,2.96,2.11,5.59,0.07,0.20,0.26,0.07,0.26,0.13,0.17,0.30,0.13,0.30,Matches
820,Kendry Páez,ec ECU,"MF,FW",Strasbourg,fr Ligue 1,18-244,2007,13,4,412,4.6,0.22,0.00,0.22,0.22,0.00,0.00,0.00,0.00,0.17,0.17,0.09,0.28,3.48,5.00,7.61,0.22,0.00,0.22,0.22,0.22,0.18,0.10,0.27,0.18,0.27,Matches
821,Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,es La Liga,31-007,1994,17,15,"1,258",14.0,0.07,0.14,0.21,0.00,0.07,0.14,0.36,0.00,0.22,0.11,0.14,0.25,1.43,5.43,4.79,0.07,0.14,0.21,0.00,0.14,0.22,0.14,0.36,0.11,0.25,Matches
822,Aitor Paredes,es ESP,DF,Athletic Club,es La Liga,25-249,2000,11,10,910,10.1,0.10,0.00,0.10,0.10,0.00,0.00,0.10,0.00,0.08,0.08,0.00,0.09,0.79,5.54,0.20,0.10,0.00,0.10,0.10,0.10,0.08,0.00,0.08,0.08,0.08,Matches
823,Mario Pašalić,hr CRO,MF,Atalanta,it Serie A,30-328,1995,16,13,"1,064",11.8,0.08,0.17,0.25,0.08,0.00,0.00,0.08,0.00,0.08,0.08,0.18,0.25,0.85,6.86,02.03,0.08,0.17,0.25,0.08,0.25,0.08,0.18,0.26,0.08,0.26,Matches
824,Benjamin Pavard,fr FRA,DF,Marseille,fr Ligue 1,29-281,1996,13,11,940,10.4,0.10,0.19,0.29,0.10,0.00,0.00,0.29,0.00,0.06,0.06,0.18,0.23,0.87,6.92,1.15,0.10,0.19,0.29,0.10,0.29,0.05,0.18,0.23,0.05,0.23,Matches
825,Aleksandar Pavlovic,de GER,MF,Bayern Munich,de Bundesliga,21-245,2004,12,5,604,6.7,0.15,0.15,0.30,0.15,0.00,0.00,0.30,0.00,0.04,0.04,0.13,0.18,2.99,10.1,3.58,0.15,0.15,0.30,0.15,0.30,0.04,0.14,0.18,0.04,0.18,Matches
826,Martín Payero,ar ARG,MF,Cremonese,it Serie A,27-114,1998,13,11,893,9.9,0.10,0.00,0.10,0.10,0.00,0.00,0.51,0.00,0.13,0.13,0.02,0.15,1.92,3.33,3.94,0.10,0.00,0.10,0.10,0.10,0.13,0.02,0.15,0.13,0.15,Matches
827,Adrià Pedrosa,es ESP,DF,Elche,es La Liga,27-235,1998,10,4,488,5.4,0.19,0.00,0.19,0.19,0.00,0.00,0.56,0.00,0.07,0.07,0.19,0.26,1.67,2.78,6.85,0.18,0.00,0.18,0.18,0.18,0.06,0.19,0.26,0.06,0.26,Matches
828,Kojo Peprah Oppong,gh GHA,DF,Nice,fr Ligue 1,21-213,2004,15,14,"1,238",13.8,0.07,0.00,0.07,0.07,0.00,0.00,0.07,0.00,0.06,0.06,0.02,0.07,01.09,3.62,0.43,0.07,0.00,0.07,0.07,0.07,0.05,0.02,0.07,0.05,0.07,Matches
829,Peque,es ESP,MF,Sevilla,es La Liga,23-091,2002,13,5,529,5.9,0.17,0.00,0.17,0.17,0.00,0.00,0.85,0.00,0.12,0.12,0.05,0.19,4.41,3.73,05.08,0.17,0.00,0.17,0.17,0.17,0.13,0.05,0.18,0.13,0.18,Matches
830,Francisco Perez,es ESP,"FW,MF",Rayo Vallecano,es La Liga,23-116,2002,15,5,678,7.5,0.13,0.00,0.13,0.13,0.00,0.00,0.27,0.00,0.15,0.15,0.17,0.32,2.40,1.60,5.33,0.13,0.00,0.13,0.13,0.13,0.15,0.17,0.32,0.15,0.32,Matches
831,Máximo Perrone,ar ARG,MF,Como,it Serie A,22-361,2003,14,13,"1,121",12.5,0.08,0.24,0.32,0.08,0.00,0.00,0.48,0.00,0.05,0.05,0.10,0.14,0.56,4.64,01.04,0.08,0.24,0.32,0.08,0.32,0.05,0.09,0.14,0.05,0.14,Matches
832,Roberto Piccoli,it ITA,"FW,MF",Fiorentina,it Serie A,24-341,2001,14,5,608,6.8,0.15,0.00,0.15,0.15,0.00,0.00,0.00,0.00,0.43,0.43,0.04,0.49,01.03,0.74,5.15,0.15,0.00,0.15,0.15,0.15,0.43,0.05,0.48,0.43,0.48,Matches
833,Marvin Pieringer,de GER,"FW,MF",Heidenheim,de Bundesliga,26-091,1999,9,5,487,5.4,0.19,0.00,0.19,0.19,0.00,0.00,0.19,0.00,0.33,0.33,0.11,0.44,1.48,1.67,5.19,0.18,0.00,0.18,0.18,0.18,0.33,0.10,0.44,0.33,0.44,Matches
834,Yeremi Pino,es ESP,MF,Crystal Palace,eng Premier League,23-075,2002,17,15,"1,172",13.0,0.08,0.08,0.15,0.08,0.00,0.00,0.23,0.00,0.23,0.23,0.24,0.47,2.00,4.62,6.62,0.08,0.08,0.15,0.08,0.15,0.23,0.24,0.47,0.23,0.47,Matches
835,Jakub Piotrowski,pl POL,MF,Udinese,it Serie A,28-091,1997,16,10,881,9.8,0.10,0.10,0.20,0.10,0.00,0.00,0.20,0.00,0.16,0.16,0.05,0.21,1.84,03.06,2.86,0.10,0.10,0.20,0.10,0.20,0.16,0.05,0.21,0.16,0.21,Matches
836,Stefan Posch,at AUT,"DF,MF",Como,it Serie A,28-234,1997,10,3,315,3.5,0.29,0.00,0.29,0.29,0.00,0.00,0.00,0.00,0.11,0.11,0.03,0.14,2.86,6.29,4.86,0.29,0.00,0.29,0.29,0.29,0.12,0.04,0.16,0.12,0.16,Matches
837,Kacper Potulski,pl POL,DF,Mainz 05,de Bundesliga,18-076,2007,3,3,270,3.0,0.33,0.00,0.33,0.33,0.00,0.00,0.33,0.00,0.13,0.13,0.00,0.13,1.00,3.67,1.33,0.33,0.00,0.33,0.33,0.33,0.13,0.00,0.13,0.13,0.13,Matches
838,Yussuf Poulsen,dk DEN,FW,Hamburger SV,de Bundesliga,31-202,1994,8,1,208,2.3,0.43,0.00,0.43,0.43,0.00,0.00,1.30,0.00,0.35,0.35,0.00,0.35,0.87,3.48,7.83,0.43,0.00,0.43,0.43,0.43,0.32,0.01,0.33,0.32,0.33,Matches
839,Matteo Prati,it ITA,MF,Cagliari,it Serie A,22-006,2003,17,13,"1,112",12.4,0.08,0.00,0.08,0.08,0.00,0.00,0.32,0.00,0.08,0.08,0.10,0.19,0.16,02.02,0.65,0.08,0.00,0.08,0.08,0.08,0.08,0.10,0.19,0.08,0.19,Matches
840,Jarell Quansah,eng ENG,DF,Leverkusen,de Bundesliga,22-339,2003,12,9,889,9.9,0.10,0.00,0.10,0.10,0.00,0.00,0.51,0.00,0.06,0.06,0.02,0.07,1.92,3.74,1.82,0.10,0.00,0.10,0.10,0.10,0.06,0.02,0.08,0.06,0.08,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
841,Adrien Rabiot,fr FRA,MF,Milan,it Serie A,30-275,1995,10,10,900,10.0,0.10,0.30,0.40,0.10,0.00,0.00,0.10,0.00,0.10,0.10,0.07,0.17,2.70,5.40,4.00,0.10,0.30,0.40,0.10,0.40,0.10,0.07,0.17,0.10,0.17,Matches
842,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,26-255,1999,15,15,"1,193",13.3,0.08,0.00,0.08,0.08,0.00,0.00,0.38,0.00,0.10,0.10,0.05,0.15,1.20,4.29,1.65,0.08,0.00,0.08,0.08,0.08,0.10,0.05,0.15,0.10,0.15,Matches
843,Grant Ranos,am ARM,"MF,DF",Gladbach,de Bundesliga,22-167,2003,8,0,119,1.3,0.77,0.00,0.77,0.77,0.00,0.00,0.77,0.00,0.38,0.38,0.08,0.46,1.54,2.31,9.23,0.76,0.00,0.76,0.76,0.76,0.40,0.06,0.46,0.40,0.46,Matches
844,Lilian Raolisoa,fr FRA,"FW,DF",Angers,fr Ligue 1,25-201,2000,15,9,807,9.0,0.11,0.11,0.22,0.11,0.00,0.00,0.11,0.00,0.03,0.03,0.19,0.22,3.22,2.78,4.56,0.11,0.11,0.22,0.11,0.22,0.03,0.19,0.22,0.03,0.22,Matches
845,Alejandro Rego,es ESP,MF,Athletic Club,es La Liga,22-206,2003,12,2,404,4.5,0.22,0.00,0.22,0.22,0.00,0.00,0.44,0.00,0.04,0.04,0.04,0.09,0.67,4.44,1.56,0.22,0.00,0.22,0.22,0.22,0.05,0.05,0.10,0.05,0.10,Matches
846,Alberto Reina,es ESP,MF,Oviedo,es La Liga,28-116,1997,16,10,784,8.7,0.11,0.00,0.11,0.11,0.00,0.00,0.46,0.11,0.05,0.05,0.07,0.11,01.03,5.52,2.30,0.11,0.00,0.11,0.11,0.11,0.05,0.06,0.11,0.05,0.11,Matches
847,Samuele Ricci,it ITA,MF,Milan,it Serie A,24-135,2001,14,5,630,7.0,0.14,0.29,0.43,0.14,0.00,0.00,0.14,0.00,0.21,0.21,0.10,0.31,1.71,5.00,2.86,0.14,0.29,0.43,0.14,0.43,0.22,0.10,0.32,0.22,0.32,Matches
848,Luis Rioja,es ESP,"MF,FW",Valencia,es La Liga,32-079,1993,16,13,"1,08",12.0,0.08,0.25,0.33,0.08,0.00,0.00,0.08,0.00,0.10,0.10,0.15,0.25,3.00,3.33,8.83,0.08,0.25,0.33,0.08,0.33,0.10,0.15,0.25,0.10,0.25,Matches
849,Joel Roca,es ESP,"FW,MF",Girona,es La Liga,20-210,2005,14,9,751,8.3,0.12,0.00,0.12,0.12,0.00,0.00,0.00,0.00,0.14,0.14,0.06,0.20,4.10,2.17,8.67,0.12,0.00,0.12,0.12,0.12,0.14,0.06,0.20,0.14,0.20,Matches
850,Rodrygo,br BRA,"FW,MF",Real Madrid,es La Liga,24-359,2001,16,5,558,6.2,0.16,0.16,0.32,0.16,0.00,0.00,0.48,0.00,0.24,0.24,0.24,0.48,5.97,03.06,10.2,0.16,0.16,0.32,0.16,0.32,0.25,0.24,0.48,0.25,0.48,Matches
851,Miguel Román,es ESP,MF,Celta Vigo,es La Liga,23-008,2002,9,6,551,6.1,0.16,0.00,0.16,0.16,0.00,0.00,0.49,0.00,0.15,0.15,0.13,0.28,0.82,3.28,1.64,0.16,0.00,0.16,0.16,0.16,0.15,0.13,0.28,0.15,0.28,Matches
852,Valentin Rongier,fr FRA,MF,Rennes,fr Ligue 1,31-027,1994,15,15,"1,305",14.5,0.07,0.14,0.21,0.07,0.00,0.00,0.14,0.00,0.05,0.05,0.13,0.18,0.90,6.00,1.24,0.07,0.14,0.21,0.07,0.21,0.05,0.13,0.18,0.05,0.18,Matches
853,Tom Rothe,de GER,DF,Union Berlin,de Bundesliga,21-066,2004,12,5,544,6.0,0.17,0.00,0.17,0.17,0.00,0.00,0.17,0.17,0.13,0.13,0.03,0.17,1.17,3.67,3.33,0.17,0.00,0.17,0.17,0.17,0.13,0.04,0.17,0.13,0.17,Matches
854,Anthony Rouault,fr FRA,DF,Rennes,fr Ligue 1,24-219,2001,11,9,855,9.5,0.11,0.00,0.11,0.11,0.00,0.00,0.21,0.00,0.07,0.07,0.01,0.08,0.53,5.68,0.00,0.11,0.00,0.11,0.11,0.11,0.07,0.01,0.08,0.07,0.08,Matches
855,Javier Rueda Garcia,es ESP,"MF,DF",Celta Vigo,es La Liga,23-240,2002,12,7,681,7.6,0.13,0.39,0.53,0.13,0.00,0.00,0.39,0.00,0.08,0.08,0.16,0.25,1.45,2.11,7.50,0.13,0.40,0.53,0.13,0.53,0.08,0.16,0.25,0.08,0.25,Matches
856,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,29-275,1996,11,7,616,6.8,0.15,0.15,0.29,0.15,0.00,0.00,0.15,0.00,0.10,0.10,0.09,0.19,1.47,9.56,3.68,0.15,0.15,0.29,0.15,0.29,0.10,0.08,0.18,0.10,0.18,Matches
857,Georginio Rutter,fr FRA,"MF,FW",Brighton,eng Premier League,23-258,2002,17,14,"1,191",13.2,0.08,0.15,0.23,0.08,0.00,0.00,0.15,0.00,0.14,0.14,0.19,0.33,1.97,4.85,4.85,0.08,0.15,0.23,0.08,0.23,0.14,0.19,0.33,0.14,0.33,Matches
858,Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,24-206,2001,14,4,442,4.9,0.20,0.41,0.61,0.20,0.00,0.00,0.00,0.00,0.16,0.16,0.10,0.27,4.29,7.96,13.9,0.20,0.41,0.61,0.20,0.61,0.16,0.11,0.27,0.16,0.27,Matches
859,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,26-261,1999,11,11,990,11.0,0.09,0.00,0.09,0.09,0.00,0.00,0.27,0.00,0.07,0.07,0.02,0.09,0.27,3.73,0.27,0.09,0.00,0.09,0.09,0.09,0.07,0.02,0.09,0.07,0.09,Matches
860,Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,23-313,2002,14,5,555,6.2,0.16,0.16,0.32,0.16,0.00,0.00,0.16,0.00,0.19,0.19,0.21,0.40,3.23,8.55,8.55,0.16,0.16,0.32,0.16,0.32,0.20,0.21,0.41,0.20,0.41,Matches
861,Antonio Sanabria,py PAR,FW,Cremonese,it Serie A,29-305,1996,13,6,520,5.8,0.17,0.17,0.34,0.17,0.00,0.00,0.34,0.00,0.29,0.29,0.31,0.60,01.03,1.38,3.10,0.17,0.17,0.35,0.17,0.35,0.29,0.31,0.60,0.29,0.60,Matches
862,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,25-253,2000,13,12,886,9.8,0.10,0.00,0.10,0.00,0.10,0.10,0.10,0.10,0.31,0.22,0.08,0.31,2.14,4.39,6.94,0.10,0.00,0.10,0.00,0.00,0.30,0.08,0.39,0.22,0.31,Matches
863,Manu Sánchez,es ESP,DF,Levante,es La Liga,25-132,2000,15,15,"1,301",14.5,0.07,0.07,0.14,0.07,0.00,0.00,0.34,0.00,0.03,0.03,0.08,0.11,2.14,2.90,4.69,0.07,0.07,0.14,0.07,0.14,0.04,0.08,0.11,0.04,0.11,Matches
864,Philipp Sander,de GER,"MF,DF",Gladbach,de Bundesliga,27-316,1998,11,10,831,9.2,0.11,0.00,0.11,0.11,0.00,0.00,0.11,0.00,0.08,0.07,0.02,0.08,0.98,04.02,1.96,0.11,0.00,0.11,0.11,0.11,0.07,0.02,0.09,0.06,0.08,Matches
865,Ibou Sané,sn SEN,"FW,MF",Metz,fr Ligue 1,20-281,2005,13,3,380,4.2,0.24,0.24,0.48,0.24,0.00,0.00,0.24,0.00,0.07,0.07,0.26,0.33,2.14,04.05,8.81,0.24,0.24,0.47,0.24,0.47,0.08,0.26,0.34,0.08,0.34,Matches
866,Sadibou Sané,sn SEN,DF,Metz,fr Ligue 1,21-207,2004,7,6,500,5.6,0.18,0.00,0.18,0.18,0.00,0.00,0.18,0.36,0.02,0.02,0.00,0.02,0.18,1.79,0.00,0.18,0.00,0.18,0.18,0.18,0.02,0.00,0.02,0.02,0.02,Matches
867,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,23-266,2002,15,15,"1,314",14.6,0.07,0.00,0.07,0.07,0.00,0.00,0.21,0.00,0.01,0.01,0.01,0.03,0.89,4.11,0.27,0.07,0.00,0.07,0.07,0.07,0.02,0.01,0.02,0.02,0.02,Matches
868,Mamadou Sangare,ml MLI,MF,Lens,fr Ligue 1,23-191,2002,15,14,"1,227",13.6,0.07,0.07,0.15,0.07,0.00,0.00,0.15,0.00,0.12,0.12,0.07,0.18,0.88,5.22,2.21,0.07,0.07,0.15,0.07,0.15,0.12,0.06,0.19,0.12,0.19,Matches
869,Maroan Sannadi,ma MAR,FW,Athletic Club,es La Liga,24-336,2001,8,2,259,2.9,0.34,0.00,0.34,0.34,0.00,0.00,0.69,0.00,0.34,0.34,0.21,0.55,0.69,1.38,5.86,0.35,0.00,0.35,0.35,0.35,0.36,0.20,0.56,0.36,0.56,Matches
870,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,25-004,2000,15,15,"1,35",15.0,0.07,0.07,0.13,0.07,0.00,0.00,0.07,0.00,0.05,0.05,0.11,0.15,1.40,5.93,02.07,0.07,0.07,0.13,0.07,0.13,0.05,0.11,0.15,0.05,0.15,Matches
871,Baptiste Santamaria,fr FRA,MF,Valencia,es La Liga,30-300,1995,15,7,668,7.4,0.14,0.14,0.27,0.14,0.00,0.00,0.27,0.00,0.05,0.05,0.14,0.19,01.08,5.00,0.95,0.13,0.13,0.27,0.13,0.27,0.05,0.14,0.19,0.05,0.19,Matches
872,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,22-023,2003,4,3,288,3.2,0.31,0.00,0.31,0.31,0.00,0.00,0.00,0.00,0.09,0.09,0.03,0.13,0.63,6.88,2.50,0.31,0.00,0.31,0.31,0.31,0.09,0.04,0.13,0.09,0.13,Matches
873,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,26-265,1999,11,5,494,5.5,0.18,0.00,0.18,0.18,0.00,0.00,0.18,0.00,0.09,0.09,0.00,0.09,0.18,1.64,2.00,0.18,0.00,0.18,0.18,0.18,0.09,0.00,0.09,0.09,0.09,Matches
874,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,26-033,1999,11,11,990,11.0,0.09,0.09,0.18,0.09,0.00,0.00,0.27,0.00,0.04,0.04,0.05,0.09,1.18,6.45,0.55,0.09,0.09,0.18,0.09,0.18,0.04,0.06,0.09,0.04,0.09,Matches
875,Isaac Schmidt,ch SUI,"DF,MF",Werder Bremen,de Bundesliga,26-027,1999,8,1,238,2.6,0.38,0.00,0.38,0.38,0.00,0.00,0.38,0.00,0.31,0.31,0.08,0.38,03.08,5.77,5.77,0.38,0.00,0.38,0.38,0.38,0.31,0.06,0.37,0.31,0.37,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
876,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,26-205,1999,14,13,"1,038",11.5,0.09,0.00,0.09,0.09,0.00,0.00,0.35,0.00,0.05,0.05,0.08,0.13,0.87,2.43,2.87,0.09,0.00,0.09,0.09,0.09,0.05,0.08,0.13,0.05,0.13,Matches
877,Léo Scienza,br BRA,"MF,FW",Heidenheim,de Bundesliga,27-112,1998,2,2,180,2.0,0.50,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.05,0.05,0.55,0.65,5.50,1.50,5.00,0.50,0.00,0.50,0.50,0.50,0.07,0.56,0.63,0.07,0.63,Matches
878,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,22-135,2003,19,16,"1,247",13.9,0.07,0.00,0.07,0.07,0.00,0.00,0.14,0.00,0.09,0.09,0.09,0.18,1.94,3.38,1.94,0.07,0.00,0.07,0.07,0.07,0.09,0.09,0.18,0.09,0.18,Matches
879,Francisco Sierralta,cl CHI,DF,Auxerre,fr Ligue 1,28-242,1997,10,9,861,9.6,0.10,0.00,0.10,0.10,0.00,0.00,0.21,0.00,0.10,0.10,0.01,0.11,0.10,1.67,0.21,0.10,0.00,0.10,0.10,0.10,0.11,0.01,0.12,0.11,0.12,Matches
880,Abdallah Sima,sn SEN,MF,Lens,fr Ligue 1,24-200,2001,7,1,157,1.7,0.59,0.00,0.59,0.59,0.00,0.00,1.18,0.00,0.12,0.12,0.06,0.18,2.35,1.18,7.65,0.57,0.00,0.57,0.57,0.57,0.13,0.04,0.17,0.13,0.17,Matches
